readingID,timestamp,roomID,deviceID,value,deviceType
4907084b-2e31-4508-82b0-3391a5bbe99e,2026-04-01 08:00:00,IT334,IT334_power,0.49,power
22a6fe90-13e4-4580-b54c-8804c1a64043,2026-04-01 08:00:00,Lab103,Lab103_temperature,31.35,temperature
f99efbaf-b083-4d96-bedc-7a0063eb409f,2026-04-01 08:00:00,Lab103,Lab103_light,22.0,light
9696641b-dc34-41cc-b019-1fb77d02597e,2026-04-01 08:00:00,Lab103,Lab103_power,0.26,power
8189145a-34df-4b0e-9e68-84acf6fff326,2026-04-01 08:00:00,IT305,IT305_temperature,28.44,temperature
e1177133-cb47-485b-8b3e-7b99b68e5a75,2026-04-01 08:00:00,IT305,IT305_light,13.0,light
9271464b-7983-49b4-8269-c35eccce96ff,2026-04-01 08:00:00,IT305,IT305_power,0.49,power
5755f141-205e-4596-8a10-a5d365b334cc,2026-04-01 08:00:00,Lab106,Lab106_temperature,31.12,temperature
3925545f-14dc-4fc0-9219-749c4994e338,2026-04-01 08:00:00,Lab106,Lab106_light,20.0,light
586cbac0-2aef-4702-8063-7375393ed921,2026-04-01 08:00:00,Lab106,Lab106_power,0.45,power
510defce-214b-4374-a4d6-c74d0afe840c,2026-04-01 08:00:00,IT332,IT332_temperature,29.65,temperature
314ab6f1-6753-4c43-9acb-78777b66e89d,2026-04-01 08:00:00,IT332,IT332_light,2.0,light
db05ca91-970a-423b-bf76-fc8dfb6644aa,2026-04-01 08:00:00,IT332,IT332_power,0.36,power
d9cc5870-2d58-4246-8439-3c41f136c9df,2026-04-01 08:00:00,IT332,IT332_temperature,31.4,temperature
a70e65e8-23cc-4a55-906b-bc842b2aed01,2026-04-01 08:00:00,IT332,IT332_light,28.0,light
7226326c-94a5-4f5b-9476-41c521e0e053,2026-04-01 08:00:00,IT332,IT332_power,0.3,power
1bf6d5a3-0de3-4df6-93fb-72c1a15b6852,2026-04-01 08:00:00,Lab212,Lab212_temperature,28.14,temperature
0f6b558f-f686-4b3b-ab29-fa5fb2c1c9c2,2026-04-01 08:00:00,Lab212,Lab212_light,41.0,light
ea0ef55a-799e-4c55-9f47-ff21714700f1,2026-04-01 08:00:00,Lab212,Lab212_power,0.31,power
9f91851f-4f08-46ae-afe1-f2f55a33262d,2026-04-01 08:00:00,IT332,IT332_temperature,31.88,temperature
5b3a0018-574c-4562-92bc-c341549f5c25,2026-04-01 08:00:00,IT332,IT332_light,23.0,light
6cad95b7-ffd4-45c8-bbed-b9182f8120a4,2026-04-01 08:00:00,IT332,IT332_power,0.36,power
6b270be2-b27b-4167-86a4-86a8be39ea48,2026-04-01 08:00:00,Lab212,Lab212_temperature,31.37,temperature
2472ce26-5d50-4e05-b286-4a479163172b,2026-04-01 08:00:00,Lab212,Lab212_light,49.0,light
8232837b-cd12-48b2-b8e4-43ff9e1a48cc,2026-04-01 08:00:00,Lab212,Lab212_power,0.21,power
9765e342-2b47-441c-b778-b8c3678819ef,2026-04-01 08:00:00,IT204,IT204_temperature,28.87,temperature
a00aeaac-6325-456c-8a16-116ec06f2da9,2026-04-01 08:00:00,IT204,IT204_light,39.0,light
c19f28fa-992d-4815-a49c-2703df23fc56,2026-04-01 08:00:00,IT204,IT204_power,0.43,power
2b57298d-1036-4951-8230-122c8d85ee88,2026-04-01 08:00:00,Lab103,Lab103_temperature,30.62,temperature
b1dcc4b1-d2a0-4d82-a88c-0fdda0fa95d3,2026-04-01 08:00:00,Lab103,Lab103_light,8.0,light
747cc4ec-f0a8-45c0-aa21-7109d5358f60,2026-04-01 08:00:00,Lab103,Lab103_power,0.23,power
fa0bd9f3-d25d-4b81-a38f-91c5c4faa5a1,2026-04-01 08:00:00,IT322,IT322_temperature,31.97,temperature
4657a510-e95d-4e70-85d0-edac7445c886,2026-04-01 08:00:00,IT322,IT322_light,36.0,light
5f5884ae-6a3e-40ab-b881-91dfd519f4e2,2026-04-01 08:00:00,IT322,IT322_power,0.26,power
4b323bbd-2cdf-44b4-8006-52ca5323145d,2026-04-01 08:00:00,Lab103,Lab103_temperature,31.42,temperature
1030e35b-da38-4117-8590-dc1624eb15cf,2026-04-01 08:00:00,Lab103,Lab103_light,10.0,light
763a7040-7b43-40f5-8c73-49f3d1737e47,2026-04-01 08:00:00,Lab103,Lab103_power,0.49,power
7f536334-c381-4ffa-a6d8-3c50a76e5366,2026-04-01 08:00:00,IT322,IT322_temperature,31.88,temperature
d37f420c-6f6a-4b6e-bc65-f343acf8bc79,2026-04-01 08:00:00,IT322,IT322_light,47.0,light
b1de1591-9d6b-49e7-b102-fde31a8e4e1b,2026-04-01 08:00:00,IT322,IT322_power,0.24,power
05b99c3b-94de-4b85-8a93-4ac136951f71,2026-04-01 08:00:00,Lab103,Lab103_temperature,31.56,temperature
52c484f1-1841-4e55-a331-a18c851b7de5,2026-04-01 08:00:00,Lab103,Lab103_light,21.0,light
e416fecb-f1b6-4dc4-817a-9b49ce716d0a,2026-04-01 08:00:00,Lab103,Lab103_power,0.34,power
736ad412-1daa-4d9a-91b4-1a87535abacf,2026-04-01 08:00:00,IT323,IT323_temperature,30.48,temperature
11583874-c89f-4989-86f1-680ef05ac266,2026-04-01 08:00:00,IT323,IT323_light,42.0,light
16b8549e-6020-40e5-8093-114c3cb4fc47,2026-04-01 08:00:00,IT323,IT323_power,0.41,power
c16b6bde-32bd-40db-9b56-ab03153a9fe8,2026-04-01 08:00:00,Lab104,Lab104_temperature,29.03,temperature
66bdc025-99cf-4311-b63d-84e58765850e,2026-04-01 08:00:00,Lab104,Lab104_light,43.0,light
be1942cb-6b3b-4da8-9bfb-23d5729e876e,2026-04-01 08:00:00,Lab104,Lab104_power,0.33,power
98a8ae44-7917-4eef-a40f-eb4d306211b9,2026-04-01 08:00:00,IT323,IT323_temperature,,temperature
529a1c90-56f5-4781-9cf2-3146074867a2,2026-04-01 08:00:00,IT323,IT323_light,43.0,light
0dcb5a83-ff40-4c7f-b0de-368997ee5106,2026-04-01 08:00:00,IT323,IT323_power,0.22,power
2dfca14c-6afc-408b-952c-209ca06b6d75,2026-04-01 08:00:00,Lab104,Lab104_temperature,28.35,temperature
f6cec9fa-8ced-4899-9b43-b7118d96856e,2026-04-01 08:00:00,Lab104,Lab104_light,,light
54e63d56-187f-4f86-a4e5-9027f3dde30f,2026-04-01 08:00:00,Lab104,Lab104_power,0.36,power
3067651f-65f8-4f4f-92c7-ce10afc29389,2026-04-01 08:00:00,IT321,IT321_temperature,29.75,temperature
60da579f-5790-4cb4-a515-da86a17142e7,2026-04-01 08:00:00,IT321,IT321_light,11.0,light
eea6598c-4de7-4147-b841-c9d7ea118124,2026-04-01 08:00:00,IT321,IT321_power,0.47,power
1bd22296-5311-418e-9f61-e1221aa9d560,2026-04-01 08:00:00,IT305,IT305_temperature,28.78,temperature
8f12d15e-e03a-4789-a53f-481ac8818763,2026-04-01 08:00:00,IT305,IT305_light,33.0,light
08d99bab-5bbb-4149-9d4b-022633c53201,2026-04-01 08:00:00,IT305,IT305_power,0.39,power
9125fbbb-9613-4977-a57c-674a63734479,2026-04-01 08:00:00,Lab104,Lab104_temperature,30.32,temperature
d094bcf2-ad30-4829-b5fe-8ffefba2c24a,2026-04-01 08:00:00,Lab104,Lab104_light,18.0,light
45a806f1-88a6-4e23-b217-cbb71ef0d234,2026-04-01 08:00:00,Lab104,Lab104_power,0.45,power
6ec5bcda-b52f-4b83-b88e-5336c8f83fb8,2026-04-01 08:00:00,IT332,IT332_temperature,31.63,temperature
5c4c993f-93d9-4fe0-b916-cbf9271f7ded,2026-04-01 08:00:00,IT332,IT332_light,33.0,light
26dde270-d05e-4989-94bd-8b958e54fd97,2026-04-01 08:00:00,IT332,IT332_power,0.26,power
2977e4db-6099-46e6-bd5e-14aa625f3628,2026-04-01 08:00:00,Lab104,Lab104_temperature,28.62,temperature
08451927-3352-4f19-83f1-e96e105b7163,2026-04-01 08:00:00,Lab104,Lab104_light,1.0,light
a0734673-9281-4855-9741-b1bc47641fe0,2026-04-01 08:00:00,Lab104,Lab104_power,0.42,power
05abbab5-7620-4c06-adb6-9e440c9e530e,2026-04-01 08:00:00,Lab105,Lab105_temperature,29.9,temperature
d3ed5040-7474-4128-8f47-c9b247321a46,2026-04-01 08:00:00,Lab105,Lab105_light,20.0,light
fa383395-dd7b-4929-9746-e992b65a09f8,2026-04-01 08:00:00,Lab105,Lab105_power,0.45,power
ae2986d7-2ec9-4b9b-8493-aa70b7c470f9,2026-04-01 08:00:00,Lab103,Lab103_temperature,,temperature
c5be1716-d49b-4a8c-86d4-a052b919c3ea,2026-04-01 08:00:00,Lab103,Lab103_light,12.0,light
c6d9bff0-42c6-4186-9cb3-b5f99f970ae8,2026-04-01 08:00:00,Lab103,Lab103_power,0.23,power
fa316428-ced5-4ff8-8bf5-be176deebc58,2026-04-01 08:00:00,Lab103,Lab103_temperature,30.24,temperature
e72e3b2c-7d98-4f41-881d-f235548b8898,2026-04-01 08:00:00,Lab103,Lab103_light,15.0,light
1f9be5a1-e4bb-4e36-97dd-2acc8be94032,2026-04-01 08:00:00,Lab103,Lab103_power,0.47,power
20358616-cc8b-4f3d-ab9b-210a53434f02,2026-04-01 08:00:00,IT305,IT305_temperature,28.02,temperature
b2d14482-cb21-4a72-8663-7b40714d2a2b,2026-04-01 08:00:00,IT305,IT305_light,28.0,light
d7dd4023-260c-4a78-927c-8ccab7e6049c,2026-04-01 08:00:00,IT305,IT305_power,0.28,power
3f942c55-baef-4296-ab7b-043d48b6654e,2026-04-01 08:00:00,IT305,IT305_temperature,31.62,temperature
1cc16265-8ed4-4ff5-99f8-fd570acaccf5,2026-04-01 08:00:00,IT305,IT305_light,41.0,light
b912aa9e-7314-4503-a1e7-2445a8b8d261,2026-04-01 08:00:00,IT305,IT305_power,0.21,power
349f3233-60d6-47c1-944b-c85f25cfcb6f,2026-04-01 08:05:00,IT334,IT334_temperature,30.86,temperature
d4d51866-3bb6-4d74-87e7-ff5c54cc1166,2026-04-01 08:05:00,IT334,IT334_light,18.0,light
39b65215-2e59-4037-8cde-501f268de17b,2026-04-01 08:05:00,IT334,IT334_power,0.26,power
9848204d-ed3b-490d-8804-d3eef8a379f7,2026-04-01 08:05:00,Lab103,Lab103_temperature,31.24,temperature
6b3ddfc9-4c02-4594-9311-130afb5573dc,2026-04-01 08:05:00,Lab103,Lab103_light,13.0,light
8299fdf7-50c9-47a9-9ee6-6da21282ee67,2026-04-01 08:05:00,Lab103,Lab103_power,0.23,power
d7289187-1765-41a5-80e2-433ebe9c47cf,2026-04-01 08:05:00,IT305,IT305_temperature,29.86,temperature
b4c94853-aaba-4834-8890-08c6d013b811,2026-04-01 08:05:00,IT305,IT305_light,11.0,light
0f97a7e2-20b7-40c1-9f91-6715258fc456,2026-04-01 08:05:00,IT305,IT305_power,0.41,power
2cc50fb1-4e71-450a-912a-3f6122be39af,2026-04-01 08:05:00,Lab212,Lab212_temperature,31.79,temperature
d7f68d38-aed3-47ec-92dd-0a008f0a81ed,2026-04-01 08:05:00,Lab212,Lab212_light,25.0,light
693afec2-ab02-4549-a5cf-492b9acf6021,2026-04-01 08:05:00,Lab212,Lab212_power,0.43,power
bee19594-c9bb-4df1-a796-861b385bf99e,2026-04-01 08:05:00,Lab212,Lab212_temperature,30.86,temperature
a0167c09-aa35-4b26-9beb-b75e62646611,2026-04-01 08:05:00,Lab212,Lab212_light,15.0,light
0b23de91-a2f2-4ecc-84b2-4051ee9b049a,2026-04-01 08:05:00,Lab212,Lab212_power,0.3,power
ea56dc80-36f1-4c08-b1b1-1efc7e4fff9a,2026-04-01 08:05:00,IT331,IT331_temperature,29.67,temperature
51969043-19c9-4c25-ba9d-3d2d3b40433b,2026-04-01 08:05:00,IT331,IT331_light,40.0,light
16e725fa-dbdb-40e9-9bd9-657e33954505,2026-04-01 08:05:00,IT331,IT331_power,0.36,power
11fef36f-675f-4d55-b5bc-e128d12c103b,2026-04-01 08:05:00,Lab212,Lab212_temperature,30.15,temperature
9d2228da-0136-48ba-b9f5-fca8008e6776,2026-04-01 08:05:00,Lab212,Lab212_light,4.0,light
c366e651-c958-4441-b60d-03516a5d76c1,2026-04-01 08:05:00,Lab212,Lab212_power,0.33,power
5bdba88d-6c79-43f3-aa5e-f632c30bf9d3,2026-04-01 08:05:00,IT334,IT334_temperature,30.36,temperature
e1d093cd-2703-45be-bd9b-3dc097dce3d1,2026-04-01 08:05:00,IT334,IT334_light,18.0,light
708ce5f7-34fe-4316-82ae-3610ec55eea0,2026-04-01 08:05:00,IT334,IT334_power,0.4,power
d935db1d-ab58-474d-9124-4e506b47c2fa,2026-04-01 08:05:00,Lab103,Lab103_temperature,31.16,temperature
8f83ef55-bc06-40fd-be49-3c6cf07f10fd,2026-04-01 08:05:00,Lab103,Lab103_light,2.0,light
a84752f5-182b-4dcb-acad-70e749533375,2026-04-01 08:05:00,Lab103,Lab103_power,0.21,power
91edf90d-487f-4b3c-94bf-9ee5f36db47a,2026-04-01 08:05:00,IT305,IT305_temperature,29.01,temperature
ea5291a2-e926-4cd8-b16b-fa7b83390f62,2026-04-01 08:05:00,IT305,IT305_light,30.0,light
94add64e-6a83-4ddc-9bd6-d30b6c049934,2026-04-01 08:05:00,IT305,IT305_power,0.48,power
19bf2b3a-37f0-4799-b6e5-f3633a9851b8,2026-04-01 08:05:00,Lab106,Lab106_temperature,28.89,temperature
00752ccf-107e-448f-9a01-e1e95188e7c0,2026-04-01 08:05:00,Lab106,Lab106_light,25.0,light
5b0baa32-121d-46d2-a68b-0ffa81163e29,2026-04-01 08:05:00,Lab106,Lab106_power,0.43,power
5ea26c3c-0b68-4d83-b12e-8382a38d0789,2026-04-01 08:05:00,IT332,IT332_temperature,31.64,temperature
ca081c0c-c3a6-4a8e-9e7e-0cd620cfd135,2026-04-01 08:05:00,IT332,IT332_light,34.0,light
05b8d10a-9436-4153-950e-32b0c2a700e0,2026-04-01 08:05:00,IT332,IT332_power,0.36,power
ee6df9e9-c19d-4731-a6a3-e542a25129c6,2026-04-01 08:05:00,IT332,IT332_temperature,30.45,temperature
272c6a68-65b7-4a49-a6ed-d22c55236fa2,2026-04-01 08:05:00,IT332,IT332_light,43.0,light
b27c3f37-e0af-42cc-9484-771d243127d2,2026-04-01 08:05:00,IT332,IT332_power,0.31,power
d599912e-ebc4-44c6-b3c5-236befaf6262,2026-04-01 08:05:00,Lab212,Lab212_temperature,29.84,temperature
841c464e-1ef4-424f-be3a-f2c7faec0d9d,2026-04-01 08:05:00,Lab212,Lab212_light,20.0,light
4aa67e1e-07b8-41ac-96b6-fd8bde6567d1,2026-04-01 08:05:00,Lab212,Lab212_power,0.34,power
4301b6e2-71a6-45c0-bb97-09ca9fb11d40,2026-04-01 08:05:00,IT332,IT332_temperature,29.51,temperature
3b08bdf1-9eac-42cd-abe3-350cafd43d62,2026-04-01 08:05:00,IT332,IT332_light,30.0,light
7e970b41-63ea-4d2c-8787-103d79b63f11,2026-04-01 08:05:00,IT332,IT332_power,0.42,power
9ed7c95c-d336-4026-827c-eafe1f7528a7,2026-04-01 08:05:00,Lab212,Lab212_temperature,29.01,temperature
8c566b14-4d0a-4945-baed-8ac75bf0b080,2026-04-01 08:05:00,Lab212,Lab212_light,27.0,light
2f341e08-ac61-4d35-bbd5-aedfcc990fc6,2026-04-01 08:05:00,Lab212,Lab212_power,0.24,power
d9126dbe-7b51-425f-91b7-1adbaf8d3bab,2026-04-01 08:05:00,IT204,IT204_temperature,30.01,temperature
1737b020-c9cf-4b47-a8b1-809c4c4a5e48,2026-04-01 08:05:00,IT204,IT204_light,0.0,light
88071fc9-53d9-4eb7-b56c-57048c1074be,2026-04-01 08:05:00,IT204,IT204_power,0.28,power
7aeac3c8-a1c2-4f14-83b4-e605561ca5b9,2026-04-01 08:05:00,Lab103,Lab103_temperature,31.56,temperature
7d663444-2322-4d78-8f8a-8f92821fe189,2026-04-01 08:05:00,Lab103,Lab103_light,50.0,light
8d262cff-640c-4c36-b21a-368326193e23,2026-04-01 08:05:00,Lab103,Lab103_power,0.38,power
03379582-f578-473e-836d-7c6145edb406,2026-04-01 08:05:00,IT322,IT322_temperature,28.82,temperature
c5ccdc22-b006-48a9-9c70-85f8e8eb3d2a,2026-04-01 08:05:00,IT322,IT322_light,46.0,light
f00bd594-03da-4c0c-a220-0a9caa772b27,2026-04-01 08:05:00,IT322,IT322_power,0.4,power
d965bcf3-68d5-4ba9-87cb-69f700cc2161,2026-04-01 08:05:00,Lab103,Lab103_temperature,31.89,temperature
dd6d24e4-2db4-432c-bed5-56b55db0e0a3,2026-04-01 08:05:00,Lab103,Lab103_light,28.0,light
942fc75a-f9b7-482c-9160-5438bc49757c,2026-04-01 08:05:00,Lab103,Lab103_power,0.36,power
c0ee98c7-0308-4ce9-aff3-3853a2051037,2026-04-01 08:05:00,IT322,IT322_temperature,28.75,temperature
0d8df241-30cd-4be3-81c0-43e4823ab3ed,2026-04-01 08:05:00,IT322,IT322_light,37.0,light
b5795260-1d7f-4f73-8d54-5d9297e1f4b6,2026-04-01 08:05:00,IT322,IT322_power,0.21,power
5a0a6bde-2751-48fd-a50a-ed2ea6204905,2026-04-01 08:05:00,Lab103,Lab103_temperature,31.94,temperature
abb43cda-12dc-4f0f-bcc8-adfaa07f5eba,2026-04-01 08:05:00,Lab103,Lab103_light,10.0,light
039509c4-8d50-4412-8255-3c7063ed79d1,2026-04-01 08:05:00,Lab103,Lab103_power,0.31,power
dfa6441a-7f5e-43f8-94f5-8bd273f4bc94,2026-04-01 08:05:00,IT323,IT323_temperature,30.82,temperature
3bc2fe19-e0f0-483f-9dec-f402bbd220b8,2026-04-01 08:05:00,IT323,IT323_light,35.0,light
f819b339-bc13-41a8-bccb-3c52d1dfdfcd,2026-04-01 08:05:00,IT323,IT323_power,0.29,power
052bdb12-9796-4683-902d-947ce48ab9d3,2026-04-01 08:05:00,Lab104,Lab104_temperature,30.51,temperature
6e5105e1-0d1e-427d-bcbb-58621cc1e68a,2026-04-01 08:05:00,Lab104,Lab104_light,15.0,light
79f99dc9-0164-47b6-89d4-6cbfcefe4e3e,2026-04-01 08:05:00,Lab104,Lab104_power,0.34,power
9a32968f-2e35-4aec-96f1-a7f5f04e92ee,2026-04-01 08:05:00,IT323,IT323_temperature,31.77,temperature
291d21fa-367c-43ba-b824-2547c596bdd3,2026-04-01 08:05:00,IT323,IT323_light,20.0,light
eb51de45-65d7-4d48-bb3b-03a318fea80c,2026-04-01 08:05:00,IT323,IT323_power,0.27,power
f79705b7-a299-4d8d-86ae-c7975d233ce8,2026-04-01 08:05:00,Lab104,Lab104_temperature,31.31,temperature
c9851d5c-6b17-41d7-af61-0eca8ac152fb,2026-04-01 08:05:00,Lab104,Lab104_light,41.0,light
7dffa02f-649d-46cb-9df1-c824c1a99cc3,2026-04-01 08:05:00,Lab104,Lab104_power,0.28,power
21712338-b75e-44a3-b1b4-cfbe6a97f069,2026-04-01 08:05:00,IT321,IT321_temperature,29.22,temperature
a50e5368-b49c-4291-9d9c-07ec7d40a850,2026-04-01 08:05:00,IT321,IT321_light,1.0,light
f1f92bab-1f12-498a-baf4-41b1ff8cb085,2026-04-01 08:05:00,IT321,IT321_power,0.3,power
9a13d8da-5a82-4a5a-afca-b0540e7f9614,2026-04-01 08:05:00,IT305,IT305_temperature,31.42,temperature
96b09e91-691b-4401-9585-fce3f2d4af10,2026-04-01 08:05:00,IT305,IT305_light,45.0,light
096c084f-90c3-4ffe-8bac-e2fd460187e0,2026-04-01 08:05:00,IT305,IT305_power,0.28,power
fc44bd24-e959-4b39-8767-468f5c67e990,2026-04-01 08:05:00,Lab104,Lab104_temperature,29.16,temperature
9082251a-5d1b-456d-9ace-70d7e202a52c,2026-04-01 08:05:00,Lab104,Lab104_light,8.0,light
3fa3ce52-d817-452c-bff3-4c7906ed2f2b,2026-04-01 08:05:00,Lab104,Lab104_power,0.32,power
e3adf102-5da1-4e93-8d19-e16c0d1f6832,2026-04-01 08:05:00,IT332,IT332_temperature,30.75,temperature
4e6f18cb-e646-4ce5-b3e3-984aad44487f,2026-04-01 08:05:00,IT332,IT332_light,3.0,light
74894f7e-dad4-4b75-ac84-42ec221c4411,2026-04-01 08:05:00,IT332,IT332_power,0.47,power
aac8ec33-99df-480c-b76c-74767423c2f7,2026-04-01 08:05:00,Lab104,Lab104_temperature,30.13,temperature
6a08e001-3684-43be-ac8d-060d0e7a3850,2026-04-01 08:05:00,Lab104,Lab104_light,21.0,light
6ac64393-293d-45d4-8727-bdabba7c77c8,2026-04-01 08:05:00,Lab104,Lab104_power,0.36,power
a2f5071d-074a-44f0-8cb0-563395ba6c48,2026-04-01 08:05:00,Lab105,Lab105_temperature,31.37,temperature
4dc74e49-b018-4b62-9729-27e67f27dd64,2026-04-01 08:05:00,Lab105,Lab105_light,0.0,light
8d9a8640-3065-48ad-854f-cdc2238cbd74,2026-04-01 08:05:00,Lab105,Lab105_power,0.23,power
a13a2170-3c06-43a2-a8b4-59e9e289b841,2026-04-01 08:05:00,Lab103,Lab103_temperature,28.75,temperature
85d944c1-0828-4f01-84fa-b6439d92c72f,2026-04-01 08:05:00,Lab103,Lab103_light,1.0,light
9676788c-0e7d-4685-b261-a5083c0d07a0,2026-04-01 08:05:00,Lab103,Lab103_power,0.22,power
72600f6d-97d2-438d-b925-c43913e15594,2026-04-01 08:05:00,Lab103,Lab103_temperature,30.94,temperature
16f52fba-fea0-45ec-bccc-2f22d3638b0c,2026-04-01 08:05:00,Lab103,Lab103_light,45.0,light
4ea66482-bf50-4b54-85d0-793751b92471,2026-04-01 08:05:00,Lab103,Lab103_power,0.26,power
f6e05337-7648-490b-beb5-da6471ecbf25,2026-04-01 08:05:00,IT305,IT305_temperature,29.4,temperature
361277a6-2955-4d2f-a6b7-443cf233656e,2026-04-01 08:05:00,IT305,IT305_light,45.0,light
5e1e5ce3-f7a1-4692-8416-72e1893502e8,2026-04-01 08:05:00,IT305,IT305_power,0.33,power
b70501ab-5fa4-4bb0-ad83-5c3f9515abeb,2026-04-01 08:05:00,IT305,IT305_temperature,29.29,temperature
a0ab37f4-58df-4b77-baf0-c3f48de3e6c9,2026-04-01 08:05:00,IT305,IT305_light,24.0,light
7919cff3-4d8a-4a53-8dc4-753cfa63e476,2026-04-01 08:05:00,IT305,IT305_power,0.34,power
bf027f22-f3ca-463d-8373-9a0d7a0f2692,2026-04-01 08:10:00,IT334,IT334_temperature,30.86,temperature
3d2e8cbb-962c-4187-bf61-6d44cd8179df,2026-04-01 08:10:00,IT334,IT334_light,6.0,light
e1a10ade-b415-4d23-82a9-a16acbb49645,2026-04-01 08:10:00,IT334,IT334_power,0.41,power
991f2efc-cf86-4ff4-8802-a3ae5a29ab55,2026-04-01 08:10:00,Lab103,Lab103_temperature,28.61,temperature
4f7e5e5b-caa0-42b7-96a9-152aff1cbd07,2026-04-01 08:10:00,Lab103,Lab103_light,30.0,light
22a3e831-001b-4999-90d2-9e82f17ae664,2026-04-01 08:10:00,Lab103,Lab103_power,0.48,power
0d597c8d-b9fa-4394-b33e-a1b24c622c0f,2026-04-01 08:10:00,IT305,IT305_temperature,30.41,temperature
e701387a-15fc-4b8b-8c94-e986dfd0c2f8,2026-04-01 08:10:00,IT305,IT305_light,17.0,light
cb29b8db-3a22-4a53-a19b-7716aeb06d6a,2026-04-01 08:10:00,IT305,IT305_power,0.27,power
959c78d2-5304-4558-80eb-ea7cc7a68dcf,2026-04-01 08:10:00,Lab212,Lab212_temperature,28.41,temperature
e588f468-54b0-40e4-ae71-0943ef5b7ebb,2026-04-01 08:10:00,Lab212,Lab212_light,0.0,light
79c8a403-e4fb-4c2b-b12d-a0b5c9724e9c,2026-04-01 08:10:00,Lab212,Lab212_power,0.28,power
820087e8-2f18-49d9-b2bc-c728aa048c8a,2026-04-01 08:10:00,Lab212,Lab212_temperature,28.95,temperature
429e24bc-ac45-456d-a06b-7856dc1a37a1,2026-04-01 08:10:00,Lab212,Lab212_light,42.0,light
f6c685a7-dbab-47aa-9630-705271184dab,2026-04-01 08:10:00,Lab212,Lab212_power,0.38,power
b6319022-f027-41e8-9697-8a7079ea5040,2026-04-01 08:10:00,IT331,IT331_temperature,29.06,temperature
61991989-0bc9-447f-97ed-e1322771d853,2026-04-01 08:10:00,IT331,IT331_light,32.0,light
e93aa1fa-c404-41e0-b68a-c07007d5b0dc,2026-04-01 08:10:00,IT331,IT331_power,0.45,power
700a542e-724b-4083-9570-879e27c4584d,2026-04-01 08:10:00,Lab212,Lab212_temperature,31.25,temperature
722cfbb6-8b07-49ba-86f0-346dd9c122a5,2026-04-01 08:10:00,Lab212,Lab212_light,45.0,light
60968fd2-b1d7-43f8-b606-93ef8697f989,2026-04-01 08:10:00,Lab212,Lab212_power,0.48,power
b2a188cc-aee1-4db1-adca-750668d337b6,2026-04-01 08:10:00,IT334,IT334_temperature,31.71,temperature
8842bc58-af8a-4b17-94b4-57bf9a70f09b,2026-04-01 08:10:00,IT334,IT334_light,41.0,light
